id,name,date,value
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T09:00Z,37182
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T10:00Z,36467
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T11:00Z,36507
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T12:00Z,37128
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T13:00Z,37589
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T14:00Z,39433
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T15:00Z,42801
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T16:00Z,46613
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T17:00Z,50576
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T18:00Z,54407
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T19:00Z,57434
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T20:00Z,59493
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T21:00Z,60700
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T22:00Z,61160
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-05T23:00Z,60618
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06,58541
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T01:00Z,56302
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T02:00Z,53954
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T03:00Z,51218
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T04:00Z,48263
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T05:00Z,45198
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T06:00Z,42461
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T07:00Z,40323
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T08:00Z,38521
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T09:00Z,37178
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T10:00Z,36470
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T11:00Z,36187
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T12:00Z,36329
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T13:00Z,36530
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T14:00Z,38449
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T15:00Z,42323
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T16:00Z,46453
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T17:00Z,50492
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T18:00Z,54424
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T19:00Z,57874
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T20:00Z,60492
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T21:00Z,61888
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T22:00Z,62532
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-06T23:00Z,61341
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07,58788
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T01:00Z,57132
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T02:00Z,54844
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T03:00Z,51293
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T04:00Z,47199
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T05:00Z,43158
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T06:00Z,40010
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T07:00Z,37927
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T08:00Z,36545
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T09:00Z,35714
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T10:00Z,35642
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T11:00Z,37067
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T12:00Z,39567
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T13:00Z,40340
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T14:00Z,40523
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T15:00Z,42073
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T16:00Z,43706
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T17:00Z,45266
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T18:00Z,46750
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T19:00Z,48570
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T20:00Z,50129
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T21:00Z,51166
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T22:00Z,51484
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-07T23:00Z,50714
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-08,49148
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-08T01:00Z,48392
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-08T02:00Z,47058
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-08T03:00Z,44481
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2019-10-08T04:00Z,40965
